mother,1192-02-11 15:19:41,many,3-8
attorney,0567-07-18 17:11:50,enough,1-8
as,1070-08-18 03:35:02,set,2-7
believe,0617-03-03 07:25:34,conference,7-8
night,0738-06-26 15:52:22,size,7-8
brother,0949-11-16 01:44:29,school,7-6
recognize,0209-06-25 05:01:43,conference,7-9
relate,1794-06-19 22:33:30,far,2-3
success,1099-03-08 13:44:14,very,8-7
power,1490-12-15 21:14:27,visit,7-5
determine,1007-04-12 13:07:28,fall,1-6
stay,0165-10-05 04:44:16,newspaper,1-7
attention,0906-01-20 07:16:30,relationship,8-4
if,1945-04-13 11:20:06,without,3-4
enter,1135-01-12 19:52:13,skin,2-9
man,0895-12-17 07:06:55,natural,7-4
difference,1606-12-21 06:33:40,candidate,2-1
indicate,0786-12-19 12:55:53,remain,9-2
find,0686-12-03 13:57:43,yard,1-8
surface,1285-05-15 18:39:10,necessary,6-3
when,1113-03-13 08:31:03,method,7-3
name,1528-01-03 00:02:08,teach,2-6
range,0362-11-29 11:06:47,successful,6-6
arrive,1717-02-04 23:57:52,wait,3-8
air,1797-08-09 07:29:16,group,8-6
kid,1193-09-16 07:39:31,industry,4-4
adult,0205-08-06 16:29:27,too,2-9
treatment,0789-06-07 11:15:39,during,3-6
power,0233-07-08 03:07:12,admit,4-6
near,0076-02-08 13:52:37,reduce,9-4
outside,0729-09-12 18:18:27,age,4-9
one,0013-03-28 07:27:11,customer,8-1
ask,0359-07-02 04:24:25,woman,8-5
we,1181-06-10 13:15:15,travel,1-8
generation,0670-03-26 19:31:59,black,6-8
open,0631-01-21 19:16:06,return,4-8
deal,0141-10-27 11:56:25,any,8-7
she,1071-09-18 12:20:02,meet,3-6
art,0103-07-26 08:24:55,join,6-4
well,1585-03-29 20:29:02,bank,4-6
system,0680-12-01 09:29:00,local,4-8
while,1178-10-22 05:10:05,investment,4-6
police,1021-07-18 09:57:07,both,1-2
way,1883-01-14 11:13:05,third,7-2
notice,0271-04-13 14:33:22,bar,3-2
field,1665-01-19 15:58:48,career,7-9
modern,1781-02-01 19:04:59,soldier,4-5
play,0634-07-16 00:37:24,option,6-6
trade,0070-07-12 02:12:16,determine,3-8
process,0396-04-04 12:59:54,night,3-4
area,0614-03-11 14:41:10,imagine,1-4
music,1561-06-19 05:25:16,break,7-2
vote,1377-01-31 21:23:02,politics,2-9
meet,1295-03-24 16:19:55,suggest,8-3
soldier,0699-11-23 05:42:25,especially,4-6
woman,0176-07-04 20:48:04,man,2-2
finally,1731-05-26 02:30:37,travel,6-3
prevent,1202-07-25 20:22:03,improve,2-2
hospital,0807-09-21 21:29:42,tell,6-3
detail,1359-06-21 13:59:06,business,5-9
TV,1582-08-03 06:49:53,generation,3-2
offer,0448-05-04 23:24:08,blue,6-7
defense,0612-06-21 14:39:01,brother,2-3
admit,1172-09-13 04:39:12,interest,9-8
voice,0512-09-17 06:36:56,according,1-7
but,1677-03-28 20:40:50,air,8-4
management,0659-03-09 20:58:11,happy,4-6
from,0349-09-23 12:55:30,wide,9-5
western,1412-06-01 07:47:53,market,7-1
happy,0206-05-29 17:01:20,as,4-4
throw,1914-06-18 04:33:05,oil,5-3
moment,0123-02-08 20:30:41,others,2-2
century,1838-05-22 10:26:21,voice,6-4
garden,0853-03-26 13:33:02,wife,2-9
television,0878-09-29 21:06:40,natural,8-8
feel,1742-05-10 03:47:56,student,8-6
require,0117-06-04 00:33:37,reach,3-1
final,0914-07-24 11:59:46,listen,9-1
line,0745-03-15 14:30:01,opportunity,7-8
wide,0834-12-16 14:23:42,really,6-9
enter,1876-01-01 22:36:18,college,8-4
its,1896-05-05 07:52:01,tax,3-6
account,1854-02-21 08:24:29,career,1-4
performance,1938-03-24 06:43:47,relate,6-9
successful,1817-02-03 09:32:58,particularly,9-6
dog,1728-02-08 09:57:05,civil,1-7
enter,0699-12-16 03:19:48,parent,4-7
surface,0511-11-24 01:28:55,long,9-2
hand,1332-11-13 21:15:43,letter,4-7
know,0872-11-15 10:40:56,process,3-4
world,0680-09-05 21:03:36,sense,4-6
could,1417-07-29 03:16:30,feel,5-5
certainly,0440-07-11 08:44:51,successful,9-7
condition,0956-10-13 07:05:21,while,5-1
among,0230-03-11 06:01:38,as,6-7
top,1012-01-13 10:33:08,could,9-6
push,0623-02-12 16:47:52,under,4-7
great,0989-08-24 08:26:27,ground,2-2
mouth,0176-11-19 16:38:03,executive,9-6
wall,0375-12-01 08:45:26,product,4-4
south,1546-03-02 11:57:55,within,9-1
officer,1710-12-30 13:55:09,state,8-3
build,1691-12-30 16:02:09,for,9-8
production,1239-06-14 08:33:59,rise,9-7
worker,0115-01-26 08:33:45,tell,1-7
water,0957-02-03 20:19:56,people,1-1
show,1180-06-27 06:13:49,action,7-8
happy,0492-12-23 14:51:54,speak,2-1
medical,0635-07-27 05:16:44,choice,2-7
commercial,0507-09-27 17:46:47,deep,5-9
watch,0680-04-22 09:00:54,listen,4-2
much,1783-03-06 14:40:16,where,6-4
win,0542-03-13 22:14:08,choice,2-8
rock,0289-05-20 07:49:14,create,2-5
sound,1011-09-16 11:30:25,American,5-8
food,0342-03-05 13:59:28,investment,9-2
usually,0081-01-09 08:18:38,anything,6-4
work,0552-04-08 10:55:21,their,3-2
discover,1703-06-09 01:14:11,defense,5-2
author,0694-12-15 02:11:52,back,4-8
big,1416-12-18 11:20:39,that,4-7
air,1918-09-08 06:03:23,lawyer,7-5
interest,0038-06-29 14:48:44,learn,3-1
only,1619-07-20 11:44:50,something,4-4
executive,0298-12-25 06:32:26,adult,4-8
service,0553-08-13 01:29:41,listen,4-9
television,2006-11-10 09:03:50,couple,3-6
mother,1677-03-07 00:23:46,interest,2-4
professor,0115-06-01 17:23:30,stand,2-1
over,1471-06-07 19:43:02,thus,1-8
project,1893-01-05 03:14:47,history,8-9
live,1067-05-17 13:46:45,he,2-3
TV,0034-06-04 13:19:08,interesting,4-2
crime,1540-05-14 12:28:02,picture,3-5
here,1369-01-03 21:05:48,us,4-8
able,0106-02-20 14:11:23,whatever,3-5
door,1708-09-07 15:36:27,market,6-4
talk,1215-01-22 21:37:53,into,5-9
fill,0687-08-22 05:24:26,bit,7-6
fear,1903-04-19 23:09:53,change,2-7
scene,0704-06-23 07:14:15,black,5-9
hard,1817-05-24 16:26:46,manage,8-5
foreign,1717-11-29 13:58:12,foot,8-5
rich,1440-04-05 00:24:09,standard,7-6
campaign,1096-01-22 13:28:39,exactly,8-9
sign,0567-08-13 06:50:31,mention,7-1
analysis,1542-02-18 08:18:10,tree,7-6
scene,0995-05-14 05:48:23,pattern,5-9
culture,1570-07-28 06:12:39,already,5-4
may,1248-06-19 18:24:45,act,4-5
skin,1983-03-30 09:48:12,animal,1-8
find,1353-01-03 18:01:56,nature,7-1
more,0937-07-05 13:07:19,particularly,1-6
camera,0325-06-19 02:21:02,federal,6-9
would,1297-04-22 06:47:39,writer,6-3
model,1690-10-30 06:56:16,this,8-5
eight,0817-08-31 22:23:29,during,6-5
or,1001-05-03 06:25:45,white,8-8
million,0095-05-17 09:29:09,maybe,8-6
city,0707-08-26 03:44:16,expect,7-8
manage,0742-01-18 13:27:06,form,1-5
science,0564-02-17 11:25:32,apply,9-4
production,1837-12-17 08:39:06,floor,4-1
against,1716-05-13 09:21:22,paper,3-2
form,0669-04-05 03:09:04,week,5-2
before,0858-01-03 09:46:25,right,4-6
resource,1859-05-21 17:38:48,there,8-5
building,1215-02-02 07:09:10,official,2-2
night,1522-03-24 04:54:17,future,8-3
view,1587-08-11 03:13:57,want,3-9
stay,1562-03-27 15:37:46,sea,2-5
rate,1765-11-14 08:02:21,cause,8-9
food,0024-10-15 16:21:40,ever,8-3
finally,1373-09-01 22:23:59,loss,1-9
as,0288-04-03 06:09:56,edge,7-3
tend,1323-08-24 07:38:43,raise,7-3
attorney,0796-03-22 03:44:07,open,6-8
begin,1114-10-22 00:10:54,ever,1-5
night,0230-01-20 02:39:09,personal,5-5
only,1990-01-24 12:07:48,ball,3-1
sort,1614-01-25 15:13:38,right,2-8
just,1544-06-27 18:41:51,nature,3-8
arrive,1534-05-21 05:42:11,large,8-7
and,1051-02-21 02:08:08,most,1-7
production,1344-12-16 17:06:14,protect,4-6
anyone,0781-08-27 22:37:53,enjoy,5-2
need,1195-06-23 14:16:44,vote,4-3
stand,0265-01-01 01:51:43,even,8-4
add,0960-02-01 21:26:19,five,9-5
simple,1907-04-22 15:31:57,collection,3-5
lot,1020-07-31 05:51:04,education,9-2
impact,0877-03-28 08:05:52,sister,8-6
its,0816-07-09 15:48:58,standard,1-3
rock,1356-10-01 03:53:37,task,2-3
contain,0904-03-15 05:04:53,meeting,6-1
single,1885-01-27 02:13:16,set,9-5
director,0394-06-24 07:16:14,lay,5-2
media,1222-03-29 09:06:17,experience,1-7
work,0249-08-09 01:03:05,enter,1-6
wrong,0691-07-18 12:55:39,no,6-2
stand,1431-08-01 00:25:15,story,9-6
old,0487-07-09 03:45:26,sing,6-3
election,0802-03-23 23:28:03,car,5-9
gun,1041-12-31 17:53:53,performance,4-6
hard,1100-12-06 04:36:54,enjoy,4-1
feeling,0421-04-21 21:33:13,bit,3-8
local,0872-11-14 18:39:30,your,9-7
him,0171-11-02 20:48:23,reason,6-6
door,1320-03-08 19:32:08,ability,6-5
score,0098-10-22 00:46:13,remember,3-5
sister,0179-08-07 04:56:18,best,9-6
player,0170-11-04 14:19:40,order,3-3
stand,1250-01-06 00:39:51,long,3-6
guy,1799-11-27 23:05:24,type,4-1
really,0588-08-30 07:34:25,effect,5-6
wind,0422-03-15 14:40:59,indeed,2-6
behind,1906-06-12 22:58:03,performance,7-6
service,1651-10-26 12:40:50,all,5-8
officer,1064-12-24 04:08:01,them,7-4
subject,1042-02-06 07:46:57,catch,4-4
may,0159-04-13 03:31:24,special,1-8
wish,1958-08-16 00:30:08,store,1-2
company,0976-11-14 13:40:21,peace,8-3
reach,1878-05-13 13:35:13,current,4-6
tax,1347-07-05 08:47:51,town,2-7
city,0472-07-15 18:52:08,maintain,2-2
Republican,0070-06-27 20:28:35,order,2-1
customer,0376-07-10 09:52:35,note,4-7
leader,1643-10-16 15:11:27,security,6-2
stop,1010-02-01 12:45:24,drop,5-3
just,1030-08-18 17:22:58,reality,5-7
wall,1750-04-03 04:04:00,something,7-1
prepare,1919-07-28 01:39:52,rise,4-7
ever,0687-04-27 12:48:03,imagine,2-1
room,1115-06-16 06:26:16,force,9-4
Mrs,0849-05-01 01:59:13,single,1-9
front,0811-09-25 03:48:27,represent,8-7
drive,1647-01-05 23:32:12,Democrat,3-1
accept,0107-02-04 12:40:46,why,8-9
south,1353-05-24 21:27:55,hospital,4-8
write,0663-07-09 14:32:06,pattern,1-2
single,1577-03-21 20:12:36,chair,1-3
resource,1312-01-28 05:44:13,charge,7-6
others,1026-02-06 00:13:31,lose,4-9
movie,1983-08-06 07:09:34,white,1-3
boy,0482-11-18 03:39:41,want,1-9
head,0675-12-20 07:41:38,investment,7-1
campaign,0765-09-01 22:59:11,value,3-7
art,1763-11-13 12:34:42,vote,8-5
story,1112-08-05 08:58:57,property,6-3
rise,0068-09-09 16:43:12,out,6-7
have,0556-06-21 20:40:10,wait,5-9
small,0553-08-01 17:41:55,beat,7-7
mother,1904-06-02 16:38:17,light,9-3
board,0019-03-05 17:05:04,camera,9-4
suggest,0167-12-13 13:35:03,activity,9-6
reveal,0725-03-23 00:55:40,air,4-3
yard,1211-01-22 02:05:22,color,9-8
they,0923-08-22 12:07:10,join,8-7
attorney,0376-01-28 05:15:55,country,4-8
reality,0150-11-20 07:09:30,itself,4-3
mind,0068-11-01 14:54:24,wide,2-4
office,0591-02-12 11:13:40,night,7-5
else,0183-08-24 12:14:21,score,2-8
student,0985-03-27 12:04:55,consider,9-1
upon,0335-09-18 05:44:33,about,2-3
his,1990-10-15 18:14:23,information,5-9
nearly,0797-03-06 17:48:47,challenge,8-1
black,0497-05-14 03:23:55,but,8-4
bank,0210-03-29 13:55:17,through,2-3
present,0602-12-08 19:40:12,movement,3-3
skin,0456-03-21 03:33:27,coach,7-6
machine,1866-04-05 04:14:29,ten,2-1
foreign,0278-06-03 11:29:21,thank,1-3
financial,1760-06-08 08:13:09,article,9-4
image,1824-07-10 02:39:27,bit,8-9
still,1197-03-29 16:36:12,economy,8-1
thus,1108-02-13 22:06:04,evening,2-1
court,0665-01-09 15:22:14,cultural,2-9
land,1095-07-04 17:59:12,marriage,6-8
paper,0716-07-30 06:44:47,agree,5-5
section,0386-06-26 02:04:53,international,5-5
worry,1371-12-08 13:40:02,protect,8-7
science,1064-09-02 01:05:43,some,9-1
drive,0175-10-23 09:18:06,anyone,8-8
say,0690-11-22 05:18:44,before,7-6
identify,0144-06-15 13:32:28,report,7-8
support,0005-05-09 11:39:19,born,9-6
travel,1512-08-30 13:06:17,himself,7-1
learn,1761-08-21 18:11:15,reason,3-8
same,0914-09-09 08:31:45,successful,4-3
perform,0862-11-16 14:04:06,fast,3-2
form,0867-05-14 20:57:20,small,9-3
rate,0684-07-19 03:12:54,other,2-6
learn,0814-06-04 02:17:47,worry,1-1
street,0629-07-02 17:05:38,view,6-1
wonder,0974-05-23 11:47:15,old,3-3
price,1252-12-08 05:00:59,can,2-8
fund,0959-04-10 00:49:08,court,5-8
to,0118-01-10 08:12:10,upon,6-3
none,1976-05-15 10:22:48,knowledge,8-8
skill,0674-07-30 02:33:56,better,4-8
question,0794-10-12 14:50:26,smile,8-3
tell,0759-04-12 16:09:13,performance,1-6
toward,1809-01-12 19:36:25,painting,4-7
reveal,1656-10-25 01:14:16,tell,1-6
total,1212-02-20 13:50:53,traditional,6-7
statement,0675-12-20 14:39:33,stuff,7-1
list,1789-09-06 10:25:10,reduce,6-6
father,1367-01-28 09:21:40,trade,6-3
ground,1060-07-31 09:19:36,move,4-7
past,0405-01-13 16:04:43,growth,5-6
several,0489-07-11 09:55:41,among,9-7
relate,1814-10-14 20:30:03,choose,3-1
dark,1394-04-10 09:32:37,reveal,7-2
position,1669-09-02 05:21:06,social,4-6
green,0041-06-15 23:55:23,stop,7-3
me,0815-07-01 07:35:49,finally,9-7
yard,0468-05-11 04:40:36,budget,4-8
economy,1189-07-18 17:45:27,reach,1-9
interesting,1209-11-10 21:40:43,capital,2-2
newspaper,0050-03-30 07:47:25,make,5-9
responsibility,2012-12-17 17:04:37,camera,9-2
sound,1153-09-28 07:04:09,customer,2-7
like,1552-07-01 07:34:51,store,9-6
forget,1585-04-29 04:06:19,south,9-5
parent,0161-10-04 02:27:08,hospital,3-1
rich,0836-05-12 15:40:30,nearly,3-4
government,0735-08-27 23:01:24,meeting,3-5
man,1736-06-30 19:43:43,this,9-6
these,1482-08-09 21:07:57,me,7-2
total,0338-03-26 08:41:19,language,6-3
weight,1959-07-29 05:53:51,challenge,4-3
interview,0090-12-10 04:35:49,well,5-6
area,0302-08-29 02:52:11,music,9-6
everyone,1849-06-26 17:16:29,suggest,2-8
technology,1851-06-04 07:04:02,another,7-2
forward,0763-06-17 22:59:17,them,5-9
particularly,1617-06-18 18:32:21,attention,1-4
just,1365-03-03 03:45:36,long,4-6
gas,1852-05-24 05:53:05,tell,4-2
history,0890-12-19 20:41:39,term,8-9
region,0955-10-07 12:00:34,machine,3-4
value,0331-02-21 17:33:17,group,9-2
most,0612-02-04 20:11:38,agreement,3-6
personal,0929-12-23 19:39:35,ready,4-5
shake,1502-03-22 12:40:44,carry,8-2
word,0128-03-16 22:44:32,challenge,1-2
write,1566-10-01 05:35:02,loss,7-6
truth,0553-08-15 05:14:58,various,5-8
option,1821-09-20 03:06:42,without,5-5
admit,0945-01-27 12:25:59,staff,4-8
operation,1553-05-21 21:47:09,lead,4-1
continue,1646-05-17 22:22:58,stand,3-9
firm,0615-12-20 21:16:14,apply,8-1
scientist,1327-03-10 03:20:21,guy,1-3
possible,1908-03-03 16:18:21,still,1-2
born,0027-05-12 18:21:12,pay,6-4
painting,0923-04-27 18:39:18,party,4-6
gas,0522-08-03 11:12:50,just,9-8
yourself,1578-03-23 00:17:25,occur,1-1
campaign,1267-04-25 03:16:30,prepare,9-3
face,1031-05-01 03:39:34,ready,4-6
religious,1159-11-13 12:26:24,population,1-3
government,0283-06-28 19:44:32,here,6-5
knowledge,0426-01-24 19:35:05,somebody,5-9
natural,1066-10-12 05:51:55,walk,6-9
voice,0513-04-14 22:31:10,after,9-4
black,1091-02-12 00:11:57,contain,5-3
same,1836-12-12 19:58:54,idea,7-3
age,1567-08-12 15:27:36,federal,6-9
former,0088-07-06 11:07:36,require,6-5
population,0598-01-09 04:15:15,list,7-2
officer,1816-04-03 17:54:51,nothing,3-7
mean,0219-05-20 02:40:37,particular,1-2
TV,0378-09-13 01:06:48,by,1-2
run,0313-10-27 14:45:01,against,4-4
left,0016-07-21 18:41:09,thought,7-9
or,1351-09-02 13:00:47,name,6-7
house,0151-05-03 08:13:01,while,7-3
quality,1400-08-18 07:59:35,necessary,8-8
scientist,2000-02-23 09:49:16,account,9-5
government,1986-12-16 18:39:57,consider,7-2
medical,1776-08-28 00:27:05,rest,9-5
ground,0674-11-09 23:16:50,yourself,2-7
black,0527-12-15 04:00:51,Republican,5-7
meeting,0217-06-28 20:50:29,here,6-2
may,0328-06-18 17:47:53,serve,3-5
suffer,1934-09-05 16:19:04,baby,6-5
answer,1563-09-04 07:00:31,go,4-2
other,1126-05-01 06:07:45,country,7-5
represent,1225-03-19 20:49:43,boy,3-4
result,1302-10-28 14:28:47,actually,5-5
travel,1236-05-12 14:41:30,reveal,7-4
town,1640-04-07 00:33:46,evening,5-5
night,1408-08-26 14:57:22,woman,5-8
suffer,0630-11-05 03:24:19,rule,7-6
each,0409-11-27 20:41:14,fund,9-5
recognize,1731-06-08 10:45:06,low,6-8
record,1922-08-28 19:53:50,call,1-9
through,1590-01-02 01:27:42,pay,2-9
far,1789-02-08 03:45:12,job,9-5
chance,1539-02-07 22:48:27,role,7-5
I,1993-04-07 16:14:33,scene,9-6
tend,1684-08-09 05:38:00,effort,7-5
over,0851-11-08 21:51:25,during,6-6
must,1327-10-22 21:23:38,choice,1-9
want,0747-09-27 12:11:40,wish,6-8
board,1405-05-19 17:01:24,risk,9-4
contain,0451-06-12 01:05:29,argue,8-9
especially,0420-08-23 00:31:39,yeah,5-7
wrong,0511-05-23 09:32:39,establish,3-7
myself,1874-09-17 11:14:08,cold,5-7
point,0476-02-13 02:13:02,avoid,4-7
himself,0989-11-23 07:09:48,power,6-1
discussion,0383-10-03 04:39:09,scene,4-3
total,0723-04-19 09:00:28,better,5-5
foot,1221-07-18 19:26:05,deep,1-9
rate,0923-04-27 10:30:03,week,1-7
when,0772-10-19 23:23:05,effort,7-1
it,1092-04-12 18:40:42,example,9-2
daughter,0054-12-17 01:24:08,citizen,9-6
medical,1883-06-08 05:03:14,take,6-7
kitchen,2013-10-03 12:22:14,account,9-1
administration,0961-09-14 22:47:09,student,2-4
thing,1702-11-04 00:57:34,race,3-1
quality,1640-12-21 02:46:52,responsibility,6-1
help,1682-02-20 14:39:20,score,8-5
measure,0335-03-14 01:18:44,even,2-7
kitchen,1253-07-23 13:50:37,establish,4-8
all,0575-02-26 13:58:48,drug,5-3
road,1064-11-04 12:05:56,treatment,9-7
final,1817-10-12 07:09:08,it,2-9
according,1174-08-28 07:58:35,admit,6-1
show,0349-10-25 04:26:38,maybe,9-2
nature,1446-08-17 19:05:12,owner,7-2
former,1783-01-27 21:39:18,mean,9-4
amount,1376-09-30 00:22:29,TV,5-3
fill,0144-10-03 01:09:18,return,1-3
reality,1013-10-10 09:41:10,morning,9-9
home,0625-10-21 19:29:40,town,1-8
create,0958-01-01 03:39:10,upon,3-5
skill,1088-05-16 04:48:23,accept,5-3
ok,1223-06-09 15:18:36,might,8-8
tonight,1014-10-13 23:01:38,add,9-6
few,0456-03-04 10:42:38,million,4-4
hard,1317-03-21 13:21:10,treat,3-9
Congress,0190-09-23 21:36:41,national,6-6
size,0621-11-11 06:43:22,structure,2-9
street,0852-08-27 00:18:34,response,3-4
from,1485-01-30 16:57:56,until,7-6
old,0864-04-15 11:04:09,nature,7-8
sister,1323-08-29 10:31:23,what,6-8
capital,0116-02-06 17:01:17,event,5-1
dark,1523-12-07 03:11:02,democratic,5-2
raise,0975-03-08 05:37:18,who,2-7
history,1787-12-06 07:07:41,former,8-4
play,0365-08-29 23:31:27,establish,6-5
along,1867-01-16 09:39:37,attention,8-2
beat,1309-11-06 05:39:59,medical,6-1
southern,0521-10-21 06:18:51,painting,9-9
picture,1648-09-27 03:46:51,man,3-7
possible,0698-10-07 15:37:14,level,5-9
letter,1205-10-31 02:24:52,address,2-9
the,1901-09-30 22:23:18,ago,3-9
husband,0947-02-23 07:53:18,control,5-5
eye,1036-10-09 22:01:20,her,4-6
edge,1060-04-12 00:43:58,hotel,9-4
attack,0153-07-06 13:10:50,agent,1-4
personal,0114-06-09 08:50:37,for,9-9
impact,0710-06-16 00:05:58,avoid,8-4
without,1947-08-25 21:26:08,simple,9-5
season,1408-07-02 22:45:19,bed,1-7
this,1229-06-19 23:36:05,find,4-6
federal,0878-09-19 21:25:53,story,7-2
reach,1513-03-16 15:17:52,area,7-2
sort,0190-01-31 04:07:31,begin,1-1
sound,1169-10-10 05:05:16,tax,8-5
receive,1643-11-03 23:14:20,look,1-7
huge,1348-11-26 21:33:32,at,1-6
say,1082-10-24 22:23:09,Democrat,1-1
involve,1058-05-27 10:07:23,value,9-2
entire,1640-10-24 15:02:50,hour,9-4
late,0909-08-27 09:46:43,administration,9-5
well,1915-12-06 11:32:37,son,2-5
right,0729-11-24 06:07:35,as,6-5
certainly,1794-08-04 20:08:34,nature,6-7
scene,1135-04-23 11:30:33,involve,1-5
suggest,1333-03-20 08:12:20,size,6-9
view,0966-08-30 18:45:11,read,7-7
challenge,0523-08-11 18:52:08,direction,3-8
quickly,0471-12-14 21:46:52,up,7-8
just,0184-02-02 09:30:02,create,2-7
number,0404-03-24 11:15:28,lot,5-9
while,0321-01-04 21:10:48,tonight,5-8
skill,1602-09-10 09:50:58,help,4-8
north,0096-02-29 18:27:13,ever,6-4
every,0287-04-23 12:08:46,listen,9-2
later,1633-08-19 08:45:52,society,4-1
pretty,0531-06-06 06:48:19,red,8-5
thing,0746-05-05 23:17:25,fund,7-8
reduce,0250-10-04 18:24:32,partner,9-2
role,1581-11-14 09:40:06,apply,4-2
administration,1357-09-01 19:02:10,activity,1-6
also,1410-07-19 05:03:38,network,6-3
tell,0637-02-16 22:34:35,think,4-4
guess,1581-12-05 01:48:09,source,9-4
state,1848-07-31 09:22:45,country,3-4
term,1540-02-18 13:43:16,source,6-7
quickly,0480-02-25 20:49:16,culture,5-6
matter,0053-09-10 18:07:42,paper,9-9
why,0834-07-23 20:12:45,popular,6-2
set,1319-01-01 21:04:40,bank,8-8
shake,1064-06-03 21:18:57,politics,2-2
line,0846-12-04 08:18:00,third,7-5
able,1430-06-14 09:32:47,name,2-9
tonight,1344-07-05 03:16:09,avoid,8-7
whose,0696-10-11 12:43:12,change,2-2
suddenly,1139-12-16 21:11:13,author,2-7
herself,0844-06-15 07:50:05,important,4-6
environment,1957-04-04 01:03:06,threat,8-5
whatever,1477-10-06 15:55:23,line,1-5
likely,0798-01-23 15:12:05,close,9-3
cut,1053-09-28 12:40:28,minute,6-8
buy,0736-06-16 06:49:42,let,7-2
this,1375-03-13 14:53:29,mean,4-2
around,0708-02-17 06:12:31,work,5-4
international,1912-02-04 00:35:19,light,4-1
paper,0540-08-02 05:33:08,control,7-5
build,1320-01-27 18:43:29,positive,1-2
business,1447-08-06 19:11:10,training,1-9
manager,1687-10-07 21:05:08,herself,5-7
movement,0386-11-15 22:10:13,some,7-7
perform,1883-12-15 19:32:15,from,2-1
article,1456-05-15 05:01:14,past,2-3
up,1353-05-20 11:14:13,dog,6-9
charge,1947-01-04 16:16:22,team,7-6
field,0355-05-16 17:25:24,but,3-4
team,1301-04-15 03:54:05,and,6-6
deal,0873-02-22 00:07:10,official,3-2
arrive,0518-04-27 08:12:29,describe,5-7
indicate,0947-08-07 14:39:49,use,1-8
position,0813-09-23 13:14:11,upon,6-2
vote,1856-03-18 08:57:36,four,1-3
dream,1747-08-28 19:42:09,table,9-2
ten,1890-02-06 23:45:47,any,2-8
choice,0521-04-23 22:27:16,mind,9-7
action,1442-05-21 07:49:11,answer,8-8
address,0259-04-18 16:12:43,however,2-7
day,1420-09-23 14:28:25,film,8-7
worry,1429-11-06 12:26:20,whether,3-7
choice,0063-11-13 17:10:33,particularly,8-1
thank,1867-05-15 19:27:38,rule,3-8
employee,1673-06-22 20:33:40,good,6-4
possible,0847-05-06 07:19:46,bit,2-7
through,1926-04-15 21:29:33,concern,9-3
machine,0197-07-07 14:02:29,scientist,3-4
involve,1997-10-07 03:50:12,hour,3-1
party,0926-12-29 15:31:14,international,4-3
cost,0467-05-12 11:37:27,conference,6-5
sea,1416-01-23 13:07:28,them,9-3
there,1552-10-05 16:41:57,feeling,9-8
miss,1198-11-15 09:23:41,seem,1-7
one,0908-04-03 01:29:46,anything,5-4
serve,1804-07-01 20:34:19,condition,6-5
believe,0793-12-20 16:58:14,task,1-6
science,0029-02-05 04:42:37,let,2-4
and,0735-05-03 10:44:14,choose,6-3
city,1928-11-26 21:34:26,public,4-2
staff,1735-06-20 19:23:51,arrive,6-7
watch,0799-10-08 11:21:11,push,9-3
beat,0681-07-13 09:52:17,food,2-5
culture,0298-02-28 22:52:19,recent,2-4
different,1423-04-28 02:39:18,need,8-7
we,0755-02-28 14:05:38,economy,7-6
share,1530-10-19 10:43:23,seven,9-7
pick,1116-07-10 11:58:35,production,9-3
subject,0967-11-30 05:25:19,message,4-1
time,0837-11-06 11:14:12,laugh,3-3
act,0584-01-26 07:27:28,necessary,8-8
design,1881-06-25 06:45:02,ever,7-4
win,1744-01-17 03:25:17,reflect,5-4
for,0494-02-26 07:26:03,something,7-6
pay,0107-11-19 06:26:36,simple,2-4
student,1145-01-22 10:15:15,their,1-7
structure,0134-10-31 09:03:17,hot,5-7
son,1535-08-11 10:50:29,week,6-3
this,0485-05-30 18:15:29,build,4-5
effort,0518-01-11 07:14:55,time,5-1
bed,1520-12-15 02:31:12,out,1-4
economy,1537-05-02 11:52:03,story,7-4
hour,1267-02-07 01:52:28,event,8-3
result,0082-05-02 06:11:03,hold,4-4
per,0440-08-13 18:34:23,home,9-2
cost,1087-04-24 06:10:33,sort,5-6
church,0672-10-23 09:58:37,town,5-7
article,1400-05-16 10:43:37,public,8-5
loss,0746-04-23 01:31:58,allow,1-7
same,1307-06-04 07:48:02,member,1-5
become,0923-05-18 06:51:06,road,8-8
common,0532-06-02 14:34:54,identify,7-3
know,1034-07-18 01:39:24,energy,8-8
whole,0162-05-27 23:56:57,face,3-6
tough,1585-11-29 09:43:23,population,9-2
speech,0129-10-18 09:24:44,into,9-4
game,1760-03-10 09:24:26,however,3-6
push,0092-01-08 17:02:49,look,7-7
peace,0734-08-18 04:16:09,suggest,4-4
deep,1042-09-06 08:56:03,coach,2-4
soon,0750-06-03 23:23:03,around,5-6
arm,0205-10-07 16:10:00,thought,9-6
land,0652-06-04 23:00:57,spring,1-6
pressure,1722-11-28 05:07:28,thus,6-3
wide,1449-08-13 04:06:10,serve,2-6
remain,1463-11-14 18:40:20,general,5-2
put,0595-01-29 02:45:00,tax,7-3
certain,1205-11-27 00:17:14,care,7-1
case,0016-07-08 10:33:45,raise,8-8
along,1116-03-28 10:58:29,four,8-3
than,1587-11-09 17:42:13,ten,2-2
reality,1946-10-27 13:01:25,environmental,5-3
important,0913-03-28 22:04:18,two,9-7
fire,1486-03-02 06:19:14,material,1-7
several,1602-01-09 17:24:08,exist,7-5
party,1932-07-13 12:19:59,story,3-4
personal,0102-09-22 05:45:15,memory,9-2
