design,1581-11-14 09:40:06,2,9,2,1,7,5,3,5
central,0409-11-27 20:41:14,7,7,7,5,8,4,9,4
agent,1369-01-28 18:13:09,8,5,6,5,7,2,3,6
free,1192-08-25 05:57:04,3,1,4,1,5,8,7,3
common,1817-02-03 09:32:58,4,5,6,1,8,7,1,9
inside,1296-05-10 18:41:53,2,4,6,3,7,2,9,5
take,1739-03-17 21:10:22,6,1,5,4,8,6,9,1
not,0747-09-27 12:11:40,6,7,6,7,8,5,3,8
control,1267-04-25 03:16:30,5,7,2,9,5,2,2,7
popular,0024-02-29 22:28:16,3,2,3,4,5,7,9,7
best,0034-11-11 16:11:37,7,4,8,5,4,4,7,9
hope,1729-06-02 18:35:30,5,5,1,5,1,6,1,1
kid,0685-09-09 00:42:19,8,1,2,4,6,1,2,9
general,0989-08-24 08:26:27,7,4,9,3,9,6,3,8
pass,1968-10-23 16:11:04,7,2,5,1,7,9,2,8
member,1332-11-13 21:15:43,8,8,9,7,8,8,8,7
kitchen,0173-06-20 09:28:21,2,3,4,8,3,5,9,5
material,0370-02-21 06:26:07,3,2,9,3,1,2,4,6
area,1075-08-29 14:33:41,4,8,5,1,6,1,5,5
ever,1410-07-19 05:03:38,3,1,6,9,6,4,2,8
movement,0343-07-01 13:31:27,9,7,3,5,6,8,4,4
arm,1428-06-02 01:16:12,8,7,3,3,2,1,5,4
hotel,1337-12-07 19:26:55,7,2,8,4,6,5,9,8
official,0352-10-22 05:00:17,4,9,5,6,4,1,8,1
hospital,0989-08-24 08:26:27,4,8,8,4,2,4,1,3
significant,1617-10-10 00:24:12,9,1,9,9,8,1,4,7
tend,1598-09-17 13:58:22,7,9,4,1,9,7,6,7
son,0286-03-21 03:18:51,4,3,3,7,8,5,7,4
both,1792-03-29 15:10:18,1,8,2,4,1,5,6,4
specific,1470-12-12 04:46:23,6,1,9,3,9,6,4,9
population,1590-10-15 15:16:51,5,3,6,9,4,4,1,3
visit,0444-09-04 21:00:05,8,7,2,9,2,5,5,8
these,1990-07-16 11:28:51,6,8,7,1,5,1,1,9
feel,1348-03-11 02:47:44,6,7,5,8,2,3,9,2
current,0190-01-31 04:07:31,3,5,3,4,7,2,7,2
truth,0294-02-17 08:40:15,1,7,6,1,5,1,1,7
either,1172-09-13 04:39:12,6,8,7,4,9,4,9,7
much,0631-08-23 13:14:31,8,8,1,8,9,7,5,2
reality,0635-07-27 05:16:44,8,3,8,4,2,8,9,1
method,1336-08-28 09:41:33,5,7,8,5,8,4,4,4
address,1957-06-29 21:45:09,9,1,7,5,1,3,7,8
us,0745-04-11 01:25:38,7,1,8,3,6,7,3,3
according,1985-03-29 01:13:30,4,4,9,5,2,5,4,5
tough,1008-07-07 23:42:23,7,4,5,7,7,1,7,7
day,1620-03-26 10:46:10,6,3,7,2,9,9,3,2
probably,1703-02-04 07:22:18,4,3,8,3,9,4,6,9
structure,0950-12-15 22:49:40,6,4,4,6,8,4,3,5
include,1293-10-10 05:31:40,6,8,1,3,4,1,6,3
support,1809-03-12 09:28:52,3,3,8,3,6,9,7,9
cultural,0923-05-18 06:51:06,9,8,8,4,9,8,3,5
word,0564-02-17 11:25:32,7,1,7,9,6,5,9,6
state,1087-04-24 06:10:33,2,7,1,4,3,8,4,9
consider,0457-06-11 07:01:00,8,9,7,8,5,5,4,7
light,0233-09-22 22:55:29,4,2,7,8,3,1,6,7
customer,0772-10-19 23:23:05,4,2,8,2,2,1,4,8
two,0026-01-15 10:51:00,7,6,6,1,5,1,6,6
apply,1305-08-29 09:46:01,1,1,4,1,1,3,4,5
deep,0394-09-28 01:50:01,2,2,9,4,9,5,6,7
still,1358-02-25 07:19:52,6,4,6,7,9,8,1,1
big,1993-04-07 16:14:33,4,8,9,7,3,7,2,2
rock,0872-06-21 17:26:11,7,1,9,8,2,3,9,9
will,0873-09-07 20:51:10,4,9,3,3,5,5,7,3
today,1323-03-11 11:42:04,5,1,3,4,7,9,9,9
church,1687-10-07 21:05:08,7,8,1,7,2,9,1,2
plant,1989-08-21 09:10:19,8,6,9,4,7,4,5,4
professional,0052-10-25 06:54:34,8,8,8,8,4,2,1,8
language,0018-08-13 16:57:01,5,2,3,5,1,8,6,7
bad,0352-10-22 05:00:17,5,9,5,7,6,4,4,4
left,1194-05-31 19:18:51,4,5,1,8,1,7,4,3
food,1353-05-24 21:27:55,1,3,5,1,4,2,1,6
nearly,1753-12-03 03:10:20,5,1,7,9,1,9,2,5
many,1419-06-30 22:28:49,5,3,6,4,9,9,9,9
economic,0509-05-21 07:40:50,8,9,8,6,8,9,5,8
indicate,1172-01-07 23:24:32,4,2,4,1,3,3,3,6
behind,0123-11-22 17:11:51,8,3,4,1,1,5,2,7
culture,0440-07-11 08:44:51,7,5,5,9,7,7,4,8
above,0737-10-08 11:11:08,4,9,4,2,2,6,7,5
degree,1311-03-04 21:38:20,6,8,6,4,6,4,2,5
listen,0632-09-05 12:01:18,6,1,1,1,4,6,7,5
matter,1445-01-30 18:40:41,3,6,6,9,5,1,9,5
face,0376-01-28 05:15:55,4,9,4,7,3,7,1,4
power,0291-06-13 05:32:27,9,1,4,1,8,8,1,6
produce,1540-02-18 13:43:16,8,6,1,1,9,7,7,4
coach,1641-08-09 04:40:13,5,9,9,6,4,9,5,4
win,0675-06-01 21:13:18,8,8,3,4,3,1,7,4
present,1713-03-22 22:27:47,3,3,9,3,1,6,3,1
already,1430-11-11 12:32:34,3,3,1,6,5,2,4,6
car,0302-08-29 02:52:11,4,6,6,5,1,2,3,4
mention,0587-10-19 01:34:47,1,5,1,3,4,7,6,8
admit,0613-03-25 23:27:11,9,6,6,1,6,1,6,2
stay,0291-10-09 21:28:55,4,3,5,7,5,5,4,2
item,0912-10-27 02:28:01,4,6,4,3,6,4,2,6
daughter,1785-03-04 04:51:22,3,4,2,4,5,2,6,5
color,0595-03-11 12:15:52,6,3,9,7,1,1,1,4
stand,1798-09-04 14:36:34,3,8,4,7,7,7,6,2
travel,1518-07-22 15:53:14,7,9,8,7,1,3,4,4
challenge,0701-04-11 02:07:50,6,4,3,9,6,8,2,8
condition,0393-07-31 09:04:52,9,6,9,9,9,8,8,3
bring,0625-10-21 19:29:40,5,3,6,2,1,4,6,6
adult,0687-10-28 09:27:44,3,5,5,8,7,5,8,5
find,0421-04-21 21:33:13,3,6,9,9,3,5,9,8
civil,1750-05-22 22:54:14,5,8,1,8,4,3,2,4
science,0529-08-22 01:39:06,1,2,2,2,3,6,3,3
rise,0940-10-02 03:46:34,7,1,2,3,3,4,4,5
production,0165-01-04 02:01:31,9,2,5,8,3,1,3,2
pick,0929-04-05 18:03:26,7,9,4,9,6,1,9,1
just,1633-08-19 08:45:52,4,2,4,8,6,1,1,8
somebody,0383-10-03 04:39:09,9,4,1,4,6,3,8,1
machine,0745-04-11 01:25:38,2,6,3,7,7,3,3,7
poor,0918-11-09 03:29:31,3,1,7,6,3,3,4,3
management,0966-09-23 07:17:19,6,5,2,8,1,1,1,3
case,0950-05-12 03:09:18,2,3,7,4,3,2,6,3
reflect,0269-06-17 22:58:42,9,4,1,4,5,2,1,3
fast,1761-01-15 02:27:44,7,7,3,1,1,2,7,7
factor,0636-05-25 21:05:22,5,3,7,9,2,6,4,6
oil,1633-08-19 08:45:52,6,3,2,8,9,2,7,6
catch,0438-10-17 09:18:05,5,8,8,7,9,1,1,1
body,0966-09-23 07:17:19,8,4,2,8,2,3,3,8
shoulder,0440-08-13 18:34:23,1,8,9,5,7,3,2,9
check,1817-11-24 06:56:06,1,2,6,4,5,8,4,3
every,0646-08-26 06:31:33,5,5,8,8,6,6,9,9
build,1249-07-22 08:11:06,2,2,5,6,6,1,7,8
cut,0943-12-04 04:52:37,3,5,4,1,8,1,8,9
door,0866-09-14 11:09:08,7,9,5,1,9,2,1,8
work,1531-02-04 08:47:46,7,6,3,9,5,8,9,6
tax,1193-02-17 22:05:54,6,4,1,8,4,3,4,6
hair,0458-12-18 23:16:57,5,6,7,2,5,3,3,8
financial,1711-08-08 13:32:15,2,5,2,5,2,2,3,1
range,0363-11-13 15:32:38,3,2,7,1,9,4,5,9
watch,1732-03-27 22:39:55,2,8,6,5,7,5,4,3
social,0152-07-11 15:11:16,3,9,3,5,6,3,9,9
election,0066-07-30 18:28:26,4,9,6,2,1,4,2,5
after,1311-01-08 15:38:16,6,7,7,7,5,4,8,2
into,0397-06-09 14:05:29,2,3,2,7,4,5,4,8
north,1863-08-29 07:43:11,9,8,2,3,6,3,2,1
field,1400-06-05 02:25:27,7,3,7,8,9,8,3,4
before,1878-05-13 13:35:13,9,1,3,6,4,5,7,5
story,1539-02-07 22:48:27,8,3,3,6,3,3,3,2
leader,0219-09-17 05:33:36,8,8,9,7,3,6,5,1
box,0996-12-04 12:11:08,3,5,4,3,6,7,2,5
decide,1509-10-29 07:08:06,4,4,5,9,4,8,3,6
hour,1544-03-26 16:25:20,4,8,4,7,1,3,4,5
institution,0050-03-30 07:47:25,1,8,6,6,7,2,4,5
water,0409-11-27 20:41:14,4,4,9,4,1,6,1,6
effect,1380-08-01 14:06:34,7,4,3,6,5,4,4,3
age,0106-02-20 14:11:23,6,6,4,3,1,8,1,3
dark,0988-09-01 05:58:10,5,8,8,1,2,1,1,7
southern,0150-11-20 07:09:30,9,9,8,7,2,1,1,4
position,1228-01-01 18:41:49,8,9,8,4,3,1,4,6
hard,0704-06-23 07:14:15,8,2,7,6,3,4,2,1
federal,0492-12-23 14:51:54,8,2,5,6,1,9,9,9
office,1134-11-12 14:35:35,8,7,6,9,5,4,2,7
safe,1719-10-07 13:39:53,4,2,7,7,9,6,6,6
expert,1515-02-03 03:37:09,5,1,1,7,7,9,4,4
writer,0923-08-22 12:07:10,9,3,4,1,8,6,6,4
sport,0583-08-29 05:26:49,3,1,4,2,1,5,9,8
defense,0300-09-04 22:55:31,2,8,1,6,9,9,2,5
result,0439-10-08 23:26:38,6,8,8,5,7,5,5,5
study,0203-09-24 15:17:57,8,5,5,4,3,4,3,1
effort,1567-04-23 17:26:04,8,4,3,5,2,9,4,1
herself,0126-07-22 19:19:42,1,4,2,8,8,8,9,6
in,1585-04-29 04:06:19,6,6,3,7,8,6,2,4
floor,0366-05-19 14:20:46,5,7,6,8,3,8,1,5
show,1133-02-20 16:51:38,9,9,1,1,4,1,8,3
man,1860-09-12 12:29:48,7,5,8,1,6,8,3,3
miss,1582-02-20 00:42:51,3,5,6,8,7,1,1,7
small,0810-08-18 09:22:36,3,5,8,1,9,9,2,3
rather,1437-12-12 21:22:45,5,5,7,8,6,3,4,7
fine,1785-03-04 04:51:22,6,3,5,6,8,9,1,1
enough,1268-10-26 04:50:11,6,9,5,7,1,6,4,2
dog,0968-01-19 15:47:44,9,4,4,4,8,7,8,6
perform,1221-07-18 19:26:05,9,5,3,3,7,9,7,5
seek,0590-06-02 02:04:42,4,9,7,6,8,3,9,6
likely,1614-10-06 05:37:51,6,7,4,8,6,2,6,2
soldier,0306-08-29 16:12:48,9,2,4,3,6,4,9,5
painting,0404-01-28 13:24:30,4,5,4,2,5,5,2,5
by,1248-06-19 18:24:45,7,2,3,6,7,8,9,9
cost,2013-10-03 12:22:14,6,9,8,8,3,3,8,5
front,0614-03-11 14:41:10,6,6,4,1,2,5,7,4
husband,1169-10-10 05:05:16,1,6,2,3,8,6,2,5
explain,0680-09-05 21:03:36,4,1,5,3,8,6,5,5
century,0772-10-15 03:52:33,7,4,6,3,8,5,2,4
TV,2015-12-09 02:48:59,1,6,1,2,5,2,8,9
individual,0961-09-14 22:47:09,3,2,1,5,7,9,9,8
including,1798-11-12 12:05:22,3,1,6,1,9,3,2,4
country,1853-02-21 09:10:42,8,2,5,7,6,4,4,7
start,1327-11-17 08:02:59,2,5,4,7,6,4,2,7
one,1587-02-06 07:19:30,5,1,8,8,2,6,1,8
network,0602-12-08 19:40:12,6,5,6,7,7,8,6,3
past,0950-12-15 22:49:40,7,4,4,2,2,2,4,1
former,1108-02-13 22:06:04,3,3,6,9,3,7,2,9
point,0711-07-23 15:44:28,6,5,3,5,7,5,9,5
avoid,0828-02-13 21:30:58,4,7,1,9,7,7,6,5
trouble,0233-07-08 03:07:12,5,6,6,4,3,8,8,6
project,1134-11-12 14:35:35,2,1,4,9,9,1,4,4
sure,0379-06-08 12:15:53,1,2,9,1,4,7,9,5
education,1129-11-22 23:17:43,4,4,9,1,4,1,2,8
compare,1653-08-08 03:57:05,6,3,8,5,2,5,1,4
land,0738-03-01 05:39:35,5,8,7,6,5,6,8,1
plan,0439-03-23 09:48:46,5,5,3,9,2,5,6,6
moment,0376-07-10 09:52:35,9,2,8,9,7,9,3,4
entire,1647-01-05 23:32:12,9,8,7,8,5,3,8,8
I,1617-10-10 00:24:12,5,8,5,7,5,5,5,3
step,1983-08-06 07:09:34,7,5,7,1,4,6,8,3
city,0913-01-04 23:25:59,9,4,7,4,9,6,6,2
we,0607-04-02 12:10:57,8,2,1,4,3,5,6,2
full,1917-06-11 18:34:58,8,4,8,6,7,5,9,5
from,1516-02-01 20:26:16,7,1,7,7,4,1,1,8
together,1226-09-10 14:47:20,1,4,1,5,2,4,7,5
go,1030-05-20 21:20:28,9,7,9,6,4,7,1,3
account,0475-10-23 05:16:20,3,7,9,2,9,7,1,5
throw,1139-01-07 03:13:13,3,8,6,6,7,5,6,8
page,0365-08-29 23:31:27,5,2,3,1,3,4,5,6
worry,0691-07-18 12:55:39,7,8,2,3,7,1,7,9
fear,0666-04-03 17:40:12,9,5,7,2,2,7,4,4
particular,1227-12-09 10:56:14,7,2,8,8,8,9,6,2
appear,1932-07-13 12:19:59,2,1,2,1,7,6,2,1
onto,1146-09-28 04:28:20,9,1,8,9,3,1,7,1
image,1809-03-12 09:28:52,9,5,4,7,4,9,7,4
system,1293-01-21 13:34:51,2,3,1,6,2,3,3,2
require,1030-06-17 02:32:12,9,4,5,6,5,5,1,9
reason,0986-01-26 00:21:46,2,8,7,6,6,1,6,8
girl,1024-07-29 22:41:14,8,8,7,7,3,5,8,7
allow,1881-12-18 05:02:01,7,3,3,7,5,8,7,7
stock,0995-05-14 05:48:23,4,5,6,2,4,8,5,9
skin,1396-10-01 19:17:50,3,2,9,5,9,7,7,9
some,1181-12-10 19:51:37,3,7,5,8,6,1,9,2
wrong,0341-11-03 08:54:26,1,8,5,5,8,2,4,4
camera,0793-05-24 19:06:36,5,4,4,4,8,4,7,5
physical,0669-11-08 07:43:51,3,8,9,1,1,1,3,3
television,1632-08-13 16:38:11,7,4,7,7,7,1,2,8
under,0684-07-19 03:12:54,8,2,8,1,8,4,2,4
question,0474-03-21 18:32:13,2,6,6,4,7,5,8,5
three,0947-08-07 14:39:49,1,1,3,3,4,9,7,1
very,1040-02-15 11:05:45,8,9,8,4,6,9,2,7
anything,0123-07-22 14:38:50,2,1,7,1,2,7,8,4
bank,1446-01-30 01:34:28,7,1,6,5,8,3,2,6
down,1135-01-12 19:52:13,1,2,6,7,4,1,1,6
garden,1361-02-02 12:11:40,8,3,2,2,4,9,2,1
lead,0832-01-16 22:51:16,8,1,9,4,8,3,7,6
media,1192-02-11 15:19:41,6,6,3,6,7,3,5,9
shake,1781-10-08 17:53:41,6,8,5,5,6,4,9,2
firm,1296-02-13 16:21:50,5,7,7,5,5,5,6,8
child,1817-02-03 09:32:58,6,2,1,7,6,2,1,8
interview,1659-06-22 12:40:25,7,5,4,8,3,6,5,4
administration,1300-08-01 13:52:07,3,8,8,8,8,3,3,1
national,1691-12-30 16:02:09,5,8,8,3,4,5,9,1
process,0170-09-12 14:03:41,2,7,1,6,9,5,6,5
accept,0354-10-03 02:01:50,4,1,1,5,6,3,5,3
Republican,0212-05-16 19:42:41,6,5,7,5,7,4,7,2
might,1662-09-16 21:53:14,3,1,4,6,1,3,5,1
meet,1960-09-07 03:23:57,9,7,7,7,5,7,3,8
throughout,0417-05-07 11:32:32,2,6,4,9,2,1,4,3
everybody,0945-01-27 12:25:59,3,2,8,5,3,3,9,8
also,1803-03-22 03:00:39,8,7,3,7,5,8,3,7
create,0542-01-04 19:09:19,7,1,2,2,6,4,8,9
surface,0277-02-08 05:39:21,5,9,6,6,5,7,2,2
generation,1485-03-31 02:31:38,8,1,6,3,5,7,7,6
model,0947-03-08 08:41:03,2,6,4,9,6,9,1,5
attack,0082-05-02 06:11:03,1,2,4,6,4,8,1,7
service,1877-06-30 10:04:50,5,1,3,1,8,9,2,2
note,0222-06-14 13:31:28,3,2,8,3,3,7,6,2
break,1018-10-07 17:55:14,9,1,2,8,3,8,2,1
conference,1454-07-26 04:33:47,6,3,1,3,2,8,1,4
money,1526-08-04 01:51:18,8,1,6,2,7,1,8,5
grow,0963-05-31 12:14:57,2,8,9,3,8,6,2,2
human,1696-10-23 00:33:09,4,5,2,2,5,4,8,4
detail,1485-03-31 02:31:38,5,7,4,2,9,4,4,2
environment,0070-05-23 00:08:39,7,9,9,3,4,3,7,4
put,0685-05-21 17:22:51,7,5,4,1,5,7,2,6
suggest,1275-06-03 15:14:40,2,2,2,5,9,6,5,8
debate,1311-04-16 05:50:31,4,1,7,4,6,3,4,7
be,0955-10-07 12:00:34,8,7,9,1,5,9,2,4
make,1412-09-26 19:24:39,6,4,1,2,7,2,5,4
doctor,1193-09-16 07:39:31,2,9,3,9,4,8,5,4
quite,0431-10-28 13:17:48,7,5,1,8,4,1,7,7
ago,1333-06-06 13:04:24,2,2,8,9,8,9,8,1
ten,0213-12-05 15:55:46,6,3,1,5,3,3,1,5
deal,1817-05-24 16:26:46,1,3,2,9,9,6,8,5
major,0998-11-15 08:34:18,6,6,7,3,8,2,6,7
opportunity,0511-11-24 01:28:55,4,1,2,3,7,7,5,1
heavy,0167-03-16 20:04:00,2,4,5,5,4,8,1,5
my,0378-09-10 13:27:28,2,2,7,4,2,2,9,6
dinner,0288-12-10 07:26:04,9,8,8,1,9,6,9,4
training,1443-11-26 00:30:49,2,9,9,3,3,4,1,7
economy,1033-04-04 12:47:17,1,2,3,1,7,4,6,5
morning,0794-10-12 14:50:26,6,9,1,6,7,3,6,5
alone,0151-05-03 23:25:59,7,4,8,5,9,5,3,4
whose,0474-03-21 18:32:13,3,9,7,6,8,2,1,3
send,0423-05-04 02:41:45,6,7,8,7,6,4,4,5
say,0060-04-10 00:55:33,2,8,3,5,5,2,4,8
speech,0636-09-04 05:55:58,7,7,2,8,9,1,5,6
party,0005-02-23 10:05:58,3,2,9,6,7,2,9,5
share,1695-02-20 01:02:11,4,9,9,6,5,7,5,7
stuff,1697-11-01 23:37:14,7,2,9,4,6,4,4,3
sense,0253-07-02 00:07:19,1,3,9,4,5,5,1,4
unit,1941-08-18 09:14:44,3,9,1,4,5,4,4,5
whom,0877-03-28 08:05:52,4,9,7,5,6,2,7,1
fall,0746-05-05 23:17:25,8,8,6,4,1,9,8,3
cold,1875-02-23 13:23:13,9,3,9,5,3,5,4,8
red,1649-04-30 13:48:02,2,8,3,3,6,2,9,3
reach,1104-05-19 10:21:50,5,3,5,9,6,4,5,2
game,0610-04-25 23:21:22,3,5,2,2,9,9,4,2
kind,1742-08-07 08:12:21,3,5,4,9,8,3,3,6
far,0789-06-07 11:15:39,1,1,2,9,9,7,6,3
always,1856-03-18 08:57:36,1,7,8,5,8,1,8,6
budget,1378-05-08 16:17:19,6,4,1,4,3,9,3,8
more,1721-05-20 12:40:51,6,8,5,3,7,2,5,2
guy,1356-10-01 03:53:37,7,6,7,2,9,4,4,6
third,0867-08-16 02:03:26,5,6,7,3,8,5,5,3
south,1474-01-12 21:41:48,4,9,8,1,8,5,7,6
price,0513-04-14 22:31:10,8,5,8,2,3,9,6,4
trade,0809-04-12 16:25:05,2,5,8,2,2,7,1,3
form,0669-11-08 07:43:51,5,3,4,4,4,4,9,5
data,0660-04-30 21:56:49,6,3,2,3,1,5,2,1
thought,1858-09-03 14:34:44,9,5,8,9,8,2,2,8
product,0029-11-12 15:25:12,8,9,2,7,8,3,7,1
do,0573-08-18 22:46:39,7,7,4,5,1,7,2,2
rate,1311-01-08 15:38:16,1,4,9,6,3,9,7,3
peace,1124-09-16 17:11:51,2,5,3,9,5,6,7,3
what,0694-05-15 06:06:03,6,6,3,2,7,6,2,2
vote,1342-12-24 09:32:38,7,1,9,9,8,6,2,8
window,0029-11-12 15:25:12,9,4,3,7,1,5,8,6
line,1135-01-20 19:09:42,8,7,1,8,7,1,5,9
option,0266-07-11 23:51:46,7,7,6,2,5,2,1,1
professor,1861-04-08 17:15:55,2,2,6,5,4,9,1,7
hit,0885-08-18 17:21:29,4,8,3,5,2,7,6,6
ahead,0710-05-27 23:48:54,6,3,7,3,6,9,8,8
idea,1912-01-02 14:10:22,8,9,6,1,5,4,6,9
change,1247-12-24 20:20:22,1,6,4,6,1,1,2,3
laugh,1189-08-23 11:54:27,4,8,7,4,8,1,7,3
total,1257-03-19 06:02:17,9,4,9,1,2,9,9,1
usually,1526-08-04 01:51:18,2,3,9,3,1,8,3,6
analysis,0320-11-24 16:23:05,1,1,7,6,3,4,2,5
pull,0657-05-21 18:57:58,8,4,8,8,2,6,4,8
weight,0481-03-17 20:29:18,8,4,5,2,3,9,6,5
within,0900-06-16 15:35:29,2,3,1,2,7,3,7,3
mind,0119-05-11 19:48:31,1,9,1,4,6,2,7,6
beautiful,0760-01-06 12:55:07,4,4,9,6,7,9,7,8
save,1627-01-20 22:55:53,7,6,2,4,2,1,8,1
top,0578-07-29 07:49:34,6,2,7,8,1,8,3,1
read,1506-11-07 17:50:28,8,7,5,4,3,6,4,2
series,0421-03-28 22:35:01,6,5,3,9,4,3,3,9
store,1353-01-03 18:01:56,6,5,4,1,2,2,5,8
behavior,1838-05-22 10:26:21,5,6,2,4,2,4,6,8
any,0583-08-29 05:26:49,2,6,5,5,5,4,8,3
interesting,0710-06-20 13:56:43,6,4,3,7,9,5,6,8
similar,1256-09-27 16:15:49,7,7,6,4,2,5,7,5
who,1007-04-29 18:41:02,6,6,4,1,5,8,9,9
spend,0151-02-01 01:34:21,3,4,8,7,3,1,4,5
must,1368-08-29 17:43:34,4,4,9,9,4,6,6,3
final,1206-08-26 04:00:45,1,1,9,7,7,1,1,1
artist,0591-07-21 03:58:43,1,5,4,4,8,5,6,1
score,0784-11-12 07:31:20,6,7,4,8,3,4,9,5
ground,1695-06-20 03:17:00,8,7,4,1,7,8,6,3
fish,1818-12-06 13:47:02,5,1,4,9,3,9,1,5
war,1871-04-01 05:11:24,9,3,1,9,7,3,1,5
natural,1657-04-08 09:29:13,6,8,3,4,6,4,8,1
no,0478-10-26 12:32:12,3,9,9,6,4,8,5,1
itself,0328-06-18 17:47:53,2,8,7,3,6,5,2,4
report,1145-01-22 10:15:15,3,5,7,6,8,3,3,4
choice,1430-11-11 12:32:34,5,4,3,8,8,3,2,4
lose,0956-11-11 22:31:31,4,7,1,5,3,9,5,1
draw,0468-05-11 04:40:36,8,4,7,5,6,2,1,3
name,0726-09-01 19:53:40,5,4,1,7,1,8,9,8
order,0598-04-17 08:47:24,8,7,3,9,5,5,8,6
action,0567-08-13 06:50:31,5,1,1,6,1,1,9,7
establish,1513-12-21 00:28:17,5,5,3,4,5,2,7,7
follow,1317-03-21 13:21:10,1,1,5,4,5,2,3,4
fire,0580-02-13 07:41:44,2,9,9,5,3,4,5,5
well,0010-06-26 20:42:23,9,2,9,9,1,7,8,2
else,1933-05-09 09:16:15,6,1,6,1,8,1,2,7
that,1922-08-28 19:53:50,2,6,7,1,8,2,6,9
subject,1972-10-13 03:44:51,7,4,1,8,6,2,6,4
try,0376-01-20 04:22:15,2,3,5,8,3,2,6,4
each,1400-05-04 01:33:04,7,3,6,4,3,2,4,9
rule,1069-01-08 03:36:41,3,2,1,3,6,5,3,2
audience,1192-02-11 15:19:41,4,6,7,3,1,1,5,9
minute,1785-01-15 09:19:11,2,8,7,3,6,7,8,2
enter,1632-08-13 16:38:11,3,3,2,7,5,3,7,6
experience,1886-06-04 12:15:30,9,3,7,6,4,3,7,4
half,1676-11-06 12:54:53,3,6,3,5,7,1,9,5
evening,1563-09-04 07:00:31,7,7,7,3,4,5,4,5
successful,0634-07-16 00:37:24,2,1,4,4,7,4,2,7
there,1886-03-18 23:01:22,6,7,9,1,5,1,4,8
seven,1499-05-07 23:54:47,3,9,6,9,3,3,3,2
its,1228-08-26 21:35:57,1,3,4,8,9,1,8,4
his,2002-08-29 15:41:09,4,8,4,7,2,5,5,6
develop,0908-06-29 21:47:03,7,1,1,2,1,2,1,7
way,0315-09-19 13:13:38,2,8,4,8,5,2,6,4
toward,0849-08-09 10:59:45,5,4,2,6,4,6,5,5
serve,1312-01-28 05:44:13,5,2,5,4,6,3,1,5
million,0094-10-23 12:40:15,6,9,7,8,1,9,3,8
meeting,1224-10-02 15:24:17,7,9,5,1,7,9,9,3
identify,1217-04-16 12:37:18,5,3,7,4,6,2,7,2
pay,0867-08-16 02:03:26,3,7,9,5,6,8,3,5
card,0843-11-29 08:35:24,3,6,6,8,8,3,6,2
gun,1957-04-04 01:03:06,3,7,4,8,3,8,2,6
practice,1948-07-17 08:45:40,3,8,8,5,4,8,5,6
low,1369-01-03 21:05:48,4,3,8,1,6,3,3,2
chair,0413-12-02 20:09:45,3,9,2,6,4,5,5,7
memory,0387-05-04 19:17:47,3,7,4,8,4,1,8,9
response,1665-01-19 15:58:48,5,5,6,1,9,9,4,3
station,0053-06-07 17:07:08,9,7,9,7,6,4,6,2
on,1505-06-19 20:14:46,8,5,7,4,3,6,8,7
benefit,0924-10-18 06:59:11,8,9,2,6,3,6,9,2
traditional,1535-01-24 18:09:05,8,3,7,4,9,5,2,8
of,1852-05-24 05:53:05,1,1,7,3,9,3,6,2
their,1897-06-25 13:21:40,2,2,8,4,8,9,8,3
get,0764-06-25 00:13:54,4,8,5,4,6,2,9,9
beyond,0211-12-05 17:27:56,7,1,2,8,8,2,3,7
almost,1742-11-01 23:00:58,9,9,8,8,9,5,3,5
fill,0009-03-13 01:55:48,4,4,8,6,1,8,7,4
lay,0523-05-26 10:54:50,1,8,3,1,2,4,7,1
over,1007-04-12 13:07:28,3,8,8,1,2,5,5,8
term,0937-07-05 13:07:19,3,9,7,2,5,6,1,9
feeling,0389-05-09 15:56:23,9,5,1,5,5,6,9,2
town,0041-06-10 14:50:29,6,9,1,5,8,5,5,3
right,0512-02-20 03:57:57,6,2,4,2,7,8,5,8
notice,1540-05-14 12:28:02,3,6,7,9,2,9,2,7
themselves,0295-09-23 16:03:22,3,4,7,9,9,2,5,3
beat,1447-08-06 19:11:10,7,9,6,8,1,4,6,5
bill,0914-04-06 09:44:33,8,3,1,7,8,1,7,4
property,0288-12-10 07:26:04,2,6,5,1,1,2,1,3
carry,1916-07-08 03:36:40,6,8,1,7,4,9,2,3
maintain,1933-05-09 09:16:15,9,7,5,6,1,9,8,5
end,0259-04-18 16:12:43,9,6,7,3,5,9,2,3
local,0895-12-17 07:06:55,9,9,9,1,6,9,7,1
campaign,0969-04-06 15:32:05,1,7,4,4,8,7,9,3
stop,1465-04-01 07:52:44,9,5,9,7,9,2,2,6
away,1557-12-27 06:24:40,6,3,8,4,9,1,5,2
few,1033-06-18 12:40:27,4,8,3,4,2,7,7,6
senior,0427-10-19 04:56:49,9,2,9,8,5,4,6,6
help,0512-02-20 03:57:57,7,9,2,9,5,7,4,4
enjoy,0347-05-18 12:15:41,1,7,9,1,6,8,7,2
partner,0167-12-13 13:35:03,8,9,5,3,4,3,5,7
most,1995-03-27 12:08:33,8,8,6,9,7,2,2,8
me,0278-11-07 06:30:01,2,8,3,1,7,8,4,3
sister,0817-08-31 22:23:29,3,3,7,2,1,9,1,7
treatment,0943-12-04 04:52:37,8,3,8,8,7,3,9,4
road,1988-06-19 11:44:16,1,7,5,3,7,8,9,6
little,0955-11-20 08:17:29,8,6,1,5,9,8,2,9
